District,Upazilla,Union,Storm Speed (m/s),Storm Surge (m),Rainfall (mm)
Jashore,Bagharpara,Narikelbaria,16.9926,0.0465,207.363
Jashore,Sharsha,Ward No. 06,18.8443,0.0463,214.4626
Jashore,Sharsha,Ward No. 07,18.8443,0.0463,214.4626
Jashore,Sharsha,Ward No. 08,18.8443,0.0463,214.4626
Jashore,Sharsha,Ward No. 09,18.8443,0.0463,214.4626
Jhenaidah,Harinakundu,Bhayna,15.4345,0.0454,164.8877
Jhenaidah,Harinakundu,Chandpur,15.5978,0.0456,174.5631
Jhenaidah,Harinakundu,Daulatpur,14.0533,0.0462,149.5426
Jhenaidah,Harinakundu,Joradah,15.4345,0.0454,164.8877
Jhenaidah,Harinakundu,Kapashatia,15.5978,0.0456,174.5631
Jhenaidah,Harinakundu,Phalsi,14.9394,0.0456,157.4704
Jhenaidah,Harinakundu,Raghunathpur,15.4345,0.0454,164.8877
Jhenaidah,Harinakundu,Taherhuda,14.9394,0.0456,157.4704
Jhenaidah,Harinakundu,Ward No. 01,14.0533,0.0462,149.5426
Jhenaidah,Harinakundu,Ward No. 02,14.0533,0.0462,149.5426
Netrakona,Madan,Gobindasree,11.9019,0.0412,54.8639
Netrakona,Madan,Kaitail,11.8483,0.0414,78.4703
Netrakona,Madan,Madan,11.9019,0.0415,54.8639
Netrakona,Madan,Maghan,12.1406,0.0412,40.2354
Netrakona,Madan,Nayekpur,11.8483,0.0415,78.4703
Netrakona,Madan,Tiasree,11.7859,0.0415,69.6291
Netrakona,Madan,Ward No. 01,12.0297,0.0414,65.3094
Netrakona,Madan,Ward No. 02,12.0297,0.0415,65.3094
Netrakona,Madan,Ward No. 03,12.0297,0.0415,65.3094
Netrakona,Madan,Ward No. 04,12.0297,0.0415,65.3094
Netrakona,Madan,Ward No. 05,12.0297,0.0415,65.3094
Netrakona,Madan,Ward No. 06,12.0297,0.0414,65.3094
Netrakona,Madan,Ward No. 07,12.0297,0.0415,65.3094
Netrakona,Madan,Ward No. 08,12.0297,0.0415,65.3094
Natore,Gurudaspur,Ward No. 09,10.1878,0.0423,71.384
Natore,Lalpur,Arbab,10.2851,0.0428,59.3139
Natore,Lalpur,Arjunpur Baramhati,11.2471,0.0427,82.1479
Natore,Lalpur,Bil Maria,9.1647,0.0434,48.3449
Natore,Lalpur,Chong Dhupail,10.3745,0.0427,67.6778
Natore,Lalpur,Duaria,11.2435,0.0423,89.1305
Natore,Lalpur,Durduria,10.2851,0.0434,59.3139
Natore,Lalpur,Ishwardi,10.7535,0.0427,70.6597
Natore,Lalpur,Kadim Chilan,11.2435,0.0423,89.1305
Natore,Lalpur,Lalpur,10.2851,0.0428,59.3139
Natore,Lalpur,Walia,10.5835,0.0423,75.8253
Natore,Lalpur,Ward No. 01,10.3745,0.0427,67.6778
Natore,Lalpur,Ward No. 02,10.3745,0.0427,67.6778
Natore,Lalpur,Ward No. 03,10.3745,0.0427,67.6778
Chattogram,Sitakunda,Ward No. 03,17.5334,0.102,7.192
Chattogram,Sitakunda,Ward No. 04,17.5334,0.102,7.192
Chattogram,Sitakunda,Ward No. 05,17.7144,0.0992,6.9626
Chattogram,Sitakunda,Ward No. 06,17.7144,0.0992,6.9626
Chattogram,Sitakunda,Ward No. 07,17.7144,0.102,6.9626
Chattogram,Sitakunda,Ward No. 08,17.5334,0.102,7.192
Chattogram,Sitakunda,Ward No. 09,17.5334,0.102,7.192
Chattogram,Akbarshah,Ward No. 09,16.4997,0.0828,5.6311
Chattogram,Akbarshah,Ward No. 10,16.4997,0.0846,5.6311
Chattogram,Bayejid Bostami,Ward No. 01,15.9142,0.0895,6.111
Chattogram,Bayejid Bostami,Ward No. 02,16.3588,0.0828,5.9901
Chattogram,Bayejid Bostami,Ward No. 03,15.7383,0.0828,5.7483
Chattogram,Bayejid Bostami,Ward No. 07,15.7383,0.0828,5.7483
Chattogram,Bakalia,Ward No. 17,15.9754,0.0756,5.7302
Chattogram,Bakalia,Ward No. 18,15.9754,0.0728,5.7302
Chattogram,Bakalia,Ward No. 19,15.9754,0.0721,5.7302
Chattogram,Bakalia,Ward No. 35,15.9754,0.0721,5.7302
Chattogram,Chalk Bazar,Ward No. 06,15.9754,0.0756,5.7302
Chattogram,Chalk Bazar,Ward No. 15 (Part),15.9754,0.0794,5.7302
Chattogram,Chalk Bazar,Ward No. 16,15.9754,0.0756,5.7302
Chattogram,Chalk Bazar,Ward No. 17,15.9754,0.0756,5.7302
Chattogram,Chandgaon,Ward No. 04,15.7383,0.0828,5.7483
Chattogram,Chandgaon,Ward No. 05,15.7383,0.0828,5.7483
Chattogram,Chandgaon,Ward No. 06,15.9754,0.0756,5.7302
Chattogram,Chattogram Port,Ward No. 37,16.4997,0.074,5.6311
Chattogram,Chattogram Port,Ward No. 38,16.2809,0.0707,5.6334
Chattogram,Doublemooring,Ward No. 23,16.4997,0.0756,5.6311
Chattogram,Doublemooring,Ward No. 24 (Part),16.4997,0.0756,5.6311
Chattogram,Doublemooring,Ward No. 27,16.2809,0.0742,5.6334
Chattogram,Doublemooring,Ward No. 28 (Part),16.2809,0.0742,5.6334
Chattogram,Doublemooring,Ward No. 36,16.2809,0.0707,5.6334
Chattogram,Epz,Ward No. 39,16.2809,0.0659,5.6334
Chattogram,Halishahar,Ward No. 11,16.4997,0.0775,5.6311
Chattogram,Halishahar,Ward No. 24,16.4997,0.0775,5.6311
Chattogram,Halishahar,Ward No. 25,16.4997,0.0775,5.6311
Chattogram,Halishahar,Ward No. 26,16.4997,0.0775,5.6311
Chattogram,Kotwali,Ward No. 15,15.9754,0.0756,5.7302
Chattogram,Kotwali,Ward No. 20,15.9754,0.0756,5.7302
Chattogram,Kotwali,Ward No. 21,15.9754,0.0756,5.7302
Chattogram,Kotwali,Ward No. 22,15.9754,0.0756,5.7302
Chattogram,Kotwali,Ward No. 31,15.9754,0.0756,5.7302
Chattogram,Kotwali,Ward No. 32,15.9754,0.0756,5.7302
Chattogram,Kotwali,Ward No. 33,15.9754,0.0721,5.7302
Chattogram,Kotwali,Ward No. 34,15.9754,0.0721,5.7302
Chattogram,Kotwali,Ward No. 35,15.9754,0.0721,5.7302
Chattogram,Khulshi,Ward No. 08 (Part),16.4997,0.0794,5.6311
Chattogram,Khulshi,Ward No. 13,16.4997,0.0794,5.6311
Chattogram,Khulshi,Ward No. 14,16.4997,0.0794,5.6311
Chattogram,Pahartali,Ward No. 10,16.4997,0.0809,5.6311
Chattogram,Pahartali,Ward No. 11,16.4997,0.0809,5.6311
Chattogram,Pahartali,Ward No. 12,16.4997,0.0775,5.6311
Chattogram,Panchlaish,Ward No. 07,15.7383,0.0828,5.7483
Chattogram,Panchlaish,Ward No. 08,15.9754,0.0794,5.7302
Chattogram,Panchlaish,Ward No. 15,15.9754,0.0794,5.7302
Chattogram,Panchlaish,Ward No. 16,15.9754,0.0794,5.7302
Chattogram,Patenga,Ward No. 40,16.2809,0.0612,5.6334
Chattogram,Patenga,Ward No. 41,14.9867,0.0574,5.6439
Chattogram,Sadarghat,Ward No. 28,16.2809,0.0742,5.6334
Chattogram,Sadarghat,Ward No. 29,16.2809,0.0742,5.6334
Chattogram,Sadarghat,Ward No. 30,16.2809,0.0721,5.6334
Chattogram,Sadarghat,Ward No. 31,16.2809,0.0721,5.6334
Chattogram,Sadarghat,Ward No. 33,16.2809,0.0721,5.6334
Cumilla,Barura,Adda,14.1771,0.1717,26.5405
Cumilla,Barura,Adra,14.1771,0.1717,26.5405
Cumilla,Barura,Aganagar,13.7819,0.1396,29.3832
Cumilla,Barura,Bhabanipur,13.7819,0.1396,29.3832
Cumilla,Barura,Bhauksar,14.1771,0.1717,26.5405
Cumilla,Barura,Chitadda,13.6347,0.1396,30.1657
Cumilla,Barura,Dakkhin Khoshbas,13.7819,0.1396,29.3832
Cumilla,Barura,Dakkhin Shilmuri,14.0846,0.1717,27.2774
Cumilla,Barura,Galimpur,14.1771,0.1717,26.5405
Cumilla,Barura,Jalam,13.6347,0.14,30.1657
Cumilla,Barura,Lakkhipur,14.3929,0.2036,26.7609
Cumilla,Barura,Payalgachha,14.1771,0.1717,26.5405
Cumilla,Barura,Shakpur,13.7722,0.1717,27.8499
Cumilla,Barura,Uttar Khoshbas,13.7819,0.1076,29.3832
Cumilla,Barura,Uttar Shilmuri,14.0846,0.1717,27.2774
Cumilla,Barura,Ward No. 01,13.7722,0.1717,27.8499
Cumilla,Barura,Ward No. 02,13.7722,0.1717,27.8499
Cumilla,Barura,Ward No. 03,13.7722,0.1717,27.8499
Cumilla,Barura,Ward No. 04,13.7722,0.1717,27.8499
Cumilla,Barura,Ward No. 05,13.7722,0.1717,27.8499
Cumilla,Barura,Ward No. 06,13.7722,0.1396,27.8499
Cumilla,Barura,Ward No. 07,13.7722,0.1396,27.8499
Cumilla,Barura,Ward No. 08,13.7722,0.14,27.8499
Cumilla,Barura,Ward No. 09,13.7722,0.14,27.8499
Cumilla,Brahmanpara,Brahmanpara,12.9653,0.0756,33.7624
Cumilla,Brahmanpara,Chandla,12.8006,0.0756,36.3321
Cumilla,Brahmanpara,Dulalpur,12.9133,0.0756,34.4039
Cumilla,Brahmanpara,Madhabpur,12.3423,0.0756,33.078
Cumilla,Brahmanpara,Malapara,13.149,0.0756,32.423
Cumilla,Brahmanpara,Sahebabad,12.9653,0.0756,33.7624
Cumilla,Brahmanpara,Shashidal,12.8006,0.0756,36.3321
Cumilla,Brahmanpara,Sidlai,12.8006,0.0756,36.3321
Cumilla,Burichang,Bakshimul,13.6012,0.1076,28.3536
Cumilla,Burichang,Bharella Dakshin,13.7819,0.1076,29.3832
Cumilla,Burichang,Bharella Uttar,13.149,0.0756,32.423
Cumilla,Burichang,Burichang,13.4679,0.1076,31.0292
Cumilla,Burichang,Maynamati,13.7819,0.1076,29.3832
Cumilla,Burichang,Mokam,13.7819,0.1076,29.3832
Cumilla,Burichang,Pir Jatrapur,13.4679,0.1076,31.0292
Cumilla,Burichang,Rajapur,12.9653,0.0756,33.7624
Cumilla,Burichang,Sholanal,13.7819,0.1076,29.3832
Cumilla,Chandina,Barera,13.0137,0.1076,33.1708
Cumilla,Chandina,Barkait,13.7819,0.1076,29.3832
Cumilla,Chandina,Barkarai,13.3826,0.1076,32.0337
Cumilla,Chandina,Bataghasi,12.8402,0.0756,34.3973
Cumilla,Chandina,Dollai Nababpur,13.3826,0.1076,32.0337
Cumilla,Chandina,Etbarpur,13.6347,0.1076,30.1657
Cumilla,Chandina,Gallai,12.8402,0.1076,34.3973
Cumilla,Chandina,Joag,13.3074,0.14,32.1812
Cumilla,Chandina,Kerankhal,13.0137,0.1076,33.1708
Cumilla,Chandina,Madhaiya,13.0137,0.0756,33.1708
Cumilla,Chandina,Mahichail,12.8402,0.1076,34.3973
Cumilla,Chandina,Maijkhar,13.3826,0.1076,32.0337
Cumilla,Chandina,Suhilpur,12.8402,0.0756,34.3973
Cumilla,Chandina,Ward No. 01,13.3885,0.1076,31.6917
Cumilla,Chandina,Ward No. 02,13.3885,0.1076,31.6917
Cumilla,Chandina,Ward No. 03,13.3885,0.1076,31.6917
Cumilla,Chandina,Ward No. 04,13.3885,0.1076,31.6917
Cumilla,Chandina,Ward No. 05,13.3885,0.1076,31.6917
Cumilla,Chandina,Ward No. 06,13.7819,0.1076,29.3832
Cumilla,Chandina,Ward No. 07,13.3885,0.1076,31.6917
Cumilla,Chandina,Ward No. 08,13.7819,0.1076,29.3832
Cumilla,Chandina,Ward No. 09,13.7819,0.1076,29.3832
Cumilla,Chauddagram,Alkara,16.4089,0.1336,16.4127
Cumilla,Chauddagram,Batisha,15.2113,0.1336,19.2449
Cumilla,Chauddagram,Cheora,15.9234,0.1336,17.9788
Cumilla,Chauddagram,Gholpasha,15.2113,0.1336,19.2449
Cumilla,Chauddagram,Gunabati,16.4089,0.1336,16.4127
Cumilla,Chauddagram,Jagannathdighi,15.9234,0.1336,17.9788
Cumilla,Chauddagram,Kalikapur,14.8551,0.1336,21.749
Cumilla,Chauddagram,Kankapait,15.2113,0.1336,19.2449
Cumilla,Chauddagram,Kashinagar,14.7824,0.206,21.6168
Cumilla,Chauddagram,Munsirhat,15.2113,0.1336,19.2449
Cumilla,Chauddagram,Shubhapur,14.7824,0.1336,21.6168
Cumilla,Chauddagram,Sreepur,14.7824,0.1441,21.6168
Cumilla,Chauddagram,Ujirpur,14.8551,0.1441,21.749
Cumilla,Chauddagram,Ward No. 01,15.2113,0.1336,19.2449
Cumilla,Chauddagram,Ward No. 02,15.2113,0.1336,19.2449
Cumilla,Chauddagram,Ward No. 03,15.2113,0.1336,19.2449
Cumilla,Chauddagram,Ward No. 04,15.2113,0.1336,19.2449
Cumilla,Chauddagram,Ward No. 05,15.2113,0.1336,19.2449
Cumilla,Chauddagram,Ward No. 06,15.2113,0.1336,19.2449
Cumilla,Chauddagram,Ward No. 07,15.2113,0.1336,19.2449
Cumilla,Chauddagram,Ward No. 08,15.2113,0.1336,19.2449
Cumilla,Chauddagram,Ward No. 09,15.2113,0.1336,19.2449
Cumilla,Sadar Dakkhin,Barapara,14.0846,0.1717,27.2774
Cumilla,Sadar Dakkhin,Chouara,13.841,0.1717,27.649
Cumilla,Sadar Dakkhin,Bijoypur,13.7819,0.1396,29.3832
Cumilla,Sadar Dakkhin,Galiara Dakkhin,14.2525,0.1514,25.9259
Cumilla,Sadar Dakkhin,Galiara Uttar,14.2525,0.1514,25.9259
Cumilla,Sadar Dakkhin,Pashchim Jorkanan,14.2525,0.1514,25.9259
Cumilla,Sadar Dakkhin,Purba Jorkanan,14.6432,0.1977,23.4039
Cumilla,Daudkandi,Barapara,12.7973,0.0426,37.3861
Cumilla,Daudkandi,Biteshwar,12.7973,0.0756,37.3861
Cumilla,Daudkandi,Daudkandi Uttar,12.5703,0.0421,40.7573
Cumilla,Daudkandi,Daulatpur,12.8752,0.0756,36.5435
Cumilla,Daudkandi,Eliatganj Dakkhin,12.8402,0.0756,34.3973
Cumilla,Daudkandi,Eliatganj Uttar,12.6755,0.0426,36.967
Cumilla,Daudkandi,Goalmari,12.5703,0.0426,40.7573
Cumilla,Daudkandi,Gouripur,12.6755,0.0426,36.967
Cumilla,Daudkandi,Jinglatali,12.8402,0.0426,34.3973
Cumilla,Daudkandi,Maligaon,12.8402,0.0756,34.3973
Cumilla,Daudkandi,Maruka,12.8402,0.0756,34.3973
Cumilla,Daudkandi,Mohammadpur,12.8402,0.0756,34.3973
Cumilla,Daudkandi,Padua,12.5703,0.0421,40.7573
Cumilla,Daudkandi,Panchgachhia,12.9873,0.0426,38.9301
Cumilla,Daudkandi,Sundalpur,12.7973,0.0426,37.3861
Cumilla,Daudkandi,Ward No. 01,12.7973,0.0421,37.3861
Cumilla,Daudkandi,Ward No. 02,12.7973,0.0421,37.3861
Cumilla,Daudkandi,Ward No. 03,12.7973,0.0421,37.3861
Cumilla,Daudkandi,Ward No. 04,12.5703,0.0421,40.7573
Cumilla,Daudkandi,Ward No. 05,12.5703,0.0421,40.7573
Cumilla,Daudkandi,Ward No. 06,12.5703,0.0421,40.7573
Cumilla,Daudkandi,Ward No. 07,12.5703,0.0421,40.7573
Cumilla,Daudkandi,Ward No. 08,12.5703,0.0421,40.7573
Cumilla,Daudkandi,Ward No. 09,12.5703,0.0421,40.7573
Cumilla,Debidwar,Bara Shalghar,12.8006,0.0756,36.3321
Cumilla,Debidwar,Barkamta,13.3885,0.1076,31.6917
Cumilla,Debidwar,Bhani,13.0137,0.0756,33.1708
Cumilla,Debidwar,Dakkhin Gunaighar,13.0137,0.0756,33.1708
Cumilla,Debidwar,Dhamti,13.3885,0.0756,31.6917
Cumilla,Debidwar,Elahabad,13.149,0.0756,32.423
Cumilla,Debidwar,Fatehabad,12.9133,0.0756,34.4039
Cumilla,Debidwar,Jafarganj,13.149,0.0756,32.423
Cumilla,Debidwar,Mohanpur,13.3885,0.0756,31.6917
Cumilla,Debidwar,Rajamehar,12.5376,0.0756,35.904
Cumilla,Debidwar,Rasulpur,12.6823,0.0756,36.604
Cumilla,Debidwar,Subil,12.9133,0.0756,34.4039
Cumilla,Debidwar,Sultanpur,13.3885,0.0756,31.6917
Cumilla,Debidwar,Uttar Gunaighar,12.2947,0.0756,38.1387
Cumilla,Debidwar,Yusufpur,12.8006,0.0756,36.3321
Cumilla,Debidwar,Ward No. 01,12.3674,0.0756,38.2709
Cumilla,Debidwar,Ward No. 02,12.3674,0.0756,38.2709
Cumilla,Debidwar,Ward No. 03,12.3674,0.0756,38.2709
Cumilla,Debidwar,Ward No. 04,12.6823,0.0756,36.604
Cumilla,Debidwar,Ward No. 05,12.9133,0.0756,34.4039
Cumilla,Debidwar,Ward No. 06,12.9133,0.0756,34.4039
Cumilla,Debidwar,Ward No. 07,12.6823,0.0756,36.604
Cumilla,Debidwar,Ward No. 08,12.6823,0.0756,36.604
Cumilla,Debidwar,Ward No. 09,12.9133,0.0756,34.4039
Cumilla,Homna,Asadpur,12.0533,0.0421,40.3601
Cumilla,Homna,Bhasania,12.0533,0.0421,40.3601
Cumilla,Homna,Chanderchar,11.5256,0.0421,37.1355
Cumilla,Homna,Dulalpur,12.0533,0.0418,40.3601
Cumilla,Homna,Ghagutia,12.0533,0.0418,40.3601
Cumilla,Homna,Gharmora,12.0533,0.0421,40.3601
Cumilla,Homna,Joypur,12.0533,0.0421,40.3601
Cumilla,Homna,Mathabhanga,11.9913,0.0421,42.3391
Cumilla,Homna,Nilakhi,12.0533,0.0421,40.3601
Cumilla,Homna,Ward No. 01,12.0533,0.0421,40.3601
Cumilla,Homna,Ward No. 02,12.0533,0.0421,40.3601
Cumilla,Homna,Ward No. 03,12.0533,0.0421,40.3601
Cumilla,Homna,Ward No. 04,12.0533,0.0421,40.3601
Cumilla,Homna,Ward No. 05,11.9913,0.0418,42.3391
Cumilla,Homna,Ward No. 06,11.9913,0.0418,42.3391
Cumilla,Homna,Ward No. 07,11.9913,0.0418,42.3391
Cumilla,Homna,Ward No. 08,11.9913,0.0418,42.3391
Cumilla,Homna,Ward No. 09,11.9913,0.0418,42.3391
Cumilla,Adarsha Sadar,Amratali,13.6012,0.1076,28.3536
Cumilla,Adarsha Sadar,Dakkhin Durgapur,13.7819,0.1396,29.3832
Cumilla,Adarsha Sadar,Jagannathpur,14.2525,0.1396,25.9259
Cumilla,Adarsha Sadar,Kalir Bazar,14.3495,0.1396,29.2686
Cumilla,Adarsha Sadar,Panchthubi,13.5066,0.1396,27.5532
Cumilla,Adarsha Sadar,Uttar Durgapur,13.7819,0.1076,29.3832
Cumilla,Adarsha Sadar,Cantonment,13.7819,0.1076,29.3832
Cumilla,Laksam,Ajgara,14.5692,0.2055,24.1679
Cumilla,Laksam,Bakai Dakkhin,14.5692,0.2036,24.1679
Cumilla,Laksam,Gobindapur,14.5692,0.2937,24.1679
Cumilla,Laksam,Kandirpar,13.0433,0.2348,25.4952
Cumilla,Laksam,Mudafarganj Dakkhin,14.5692,0.2665,24.1679
Cumilla,Laksam,Mudafarganj Uttar,14.5692,0.2036,24.1679
Cumilla,Laksam,Purba Laksam,14.5692,0.2055,24.1679
Cumilla,Laksam,Uttarda,14.5692,0.2734,24.1679
Cumilla,Laksam,Ward No. 01,14.5692,0.2348,24.1679
Cumilla,Laksam,Ward No. 02,14.5692,0.2348,24.1679
Cumilla,Laksam,Ward No. 03,14.5692,0.2348,24.1679
Cumilla,Laksam,Ward No. 04,14.5692,0.2348,24.1679
Cumilla,Laksam,Ward No. 05,14.5692,0.2348,24.1679
Cumilla,Laksam,Ward No. 06,14.5692,0.2665,24.1679
Cumilla,Laksam,Ward No. 07,14.5692,0.2659,24.1679
Cumilla,Laksam,Ward No. 08,14.5692,0.2348,24.1679
Cumilla,Laksam,Ward No. 09,14.5692,0.2465,24.1679
Cumilla,Lalmai,Bagmara Dakkhin,14.2551,0.1717,25.0265
Cumilla,Lalmai,Bakai Uttar,14.2551,0.1717,25.0265
Cumilla,Lalmai,Bagmara Uttar,14.2551,0.1717,25.0265
Cumilla,Lalmai,Belghar Dakkhin,14.8156,0.1651,23.0495
Cumilla,Lalmai,Belghar Uttar,14.8156,0.2055,23.0495
Cumilla,Lalmai,Bhulain Dakkhin,14.8156,0.2036,23.0495
Cumilla,Lalmai,Bhulain Uttar,14.2551,0.1717,25.0265
Cumilla,Lalmai,Perul Dakkhin,14.5692,0.2036,24.1679
Cumilla,Lalmai,Perul Uttar,14.2551,0.2036,25.0265
Cumilla,Manoharganj,Baishgaon,14.8884,0.319,23.1846
Cumilla,Manoharganj,Bipulasar,15.5673,0.2343,20.4857
Cumilla,Manoharganj,Dakkhin Jhalam,14.3957,0.2937,25.3943
Cumilla,Manoharganj,Hasnabad,14.8884,0.3174,23.1846
Cumilla,Manoharganj,Khila,14.5692,0.319,24.1679
Cumilla,Manoharganj,Lakkhanpur,14.8884,0.3135,23.1846
Cumilla,Manoharganj,Maishatua,14.5692,0.2937,24.1679
Cumilla,Manoharganj,Nather Petua,15.5673,0.176,20.4857
Cumilla,Manoharganj,Saraspur,15.5113,0.3039,22.0158
Cumilla,Manoharganj,Uttar Haola,15.2762,0.2662,22.0292
Cumilla,Manoharganj,Uttar Jhalam,14.5692,0.2971,24.1679
Cumilla,Meghna,Barakanda,12.0191,0.0418,45.129
Cumilla,Meghna,Bhaorkhola,12.0191,0.0418,45.129
Cumilla,Meghna,Chalibhanga,11.5321,0.0413,51.8974
Cumilla,Meghna,Chandanpur,11.8033,0.0418,44.9086
Cumilla,Meghna,Gobindapur,12.0191,0.0418,45.129
Cumilla,Meghna,Luterchar,12.2549,0.0418,43.1481
Cumilla,Meghna,Manikarchar,11.8033,0.0418,44.9086
Cumilla,Meghna,Radhanagar,11.9913,0.0418,42.3391
Cumilla,Muradnagar,Akubpur,12.2582,0.0421,38.6956
Cumilla,Muradnagar,Andikot,12.8006,0.0426,36.3321
Cumilla,Muradnagar,Babutipara,12.8402,0.0756,34.3973
Cumilla,Muradnagar,Bangara (Pashchim),12.2005,0.0421,39.5776
Cumilla,Muradnagar,Chapitala,12.6823,0.0426,36.604
Cumilla,Muradnagar,Chhaliakandi,12.5376,0.0426,35.904
Cumilla,Muradnagar,Darora,12.2947,0.0426,38.1387
Cumilla,Muradnagar,Dhamghar,12.2947,0.0756,38.1387
Cumilla,Muradnagar,Jahapur,12.2947,0.0426,38.1387
Cumilla,Muradnagar,Jatrapur,12.3674,0.0426,38.2709
Cumilla,Muradnagar,Kamalla,12.0533,0.0421,40.3601
Cumilla,Muradnagar,Muradnagar,12.0533,0.0426,40.3601
Cumilla,Muradnagar,Nabipur (Pashchim),12.3674,0.0426,38.2709
Cumilla,Muradnagar,Nabipur (Purba),12.6823,0.0426,36.604
Cumilla,Muradnagar,Paharpur,12.5376,0.0756,35.904
Cumilla,Muradnagar,Purba Bangara,12.2582,0.0426,38.6956
Cumilla,Muradnagar,Purbadhair (Pashchim),12.2582,0.0426,38.6956
Cumilla,Muradnagar,Purbadhair (Purba),12.8006,0.0426,36.3321
Cumilla,Muradnagar,Ramchandrapur (Dakkhin),12.0533,0.0421,40.3601
Cumilla,Muradnagar,Ramchandrapur (Uttar),12.0533,0.0421,40.3601
Cumilla,Muradnagar,Sreekail,12.2005,0.0421,39.5776
Cumilla,Muradnagar,Tanki,12.6823,0.0426,36.604
Cumilla,Nangalkot,Adra Dakkhin,15.2762,0.176,22.0292
Cumilla,Nangalkot,Adra Uttar,15.2762,0.1591,22.0292
Cumilla,Nangalkot,Baksaganj,16.4089,0.1428,16.4127
Cumilla,Nangalkot,Bangodda,14.7824,0.1336,21.6168
Cumilla,Nangalkot,Battali,16.3337,0.1428,16.5602
Cumilla,Nangalkot,Dhalua,15.9234,0.1428,17.9788
Cumilla,Nangalkot,Doulkhanr,15.9222,0.1428,18.2833
Cumilla,Nangalkot,Heshakhal,15.1282,0.1428,22.0416
Cumilla,Nangalkot,Jodda Pashchim,15.2762,0.1428,22.0292
Cumilla,Nangalkot,Jodda Purba,15.2762,0.1428,22.0292
Cumilla,Nangalkot,Makrabpur,15.1282,0.1428,22.0416
Cumilla,Nangalkot,Mokra,15.392,0.1428,20.2745
Cumilla,Nangalkot,Peria,15.1282,0.1428,22.0416
Cumilla,Nangalkot,Raykot Dakkhin,15.392,0.1336,20.2745
Cumilla,Nangalkot,Raykot Uttar,15.392,0.1336,20.2745
Cumilla,Nangalkot,Satbaria,16.4089,0.1336,16.4127
Cumilla,Nangalkot,Ward No. 01,15.1282,0.1428,22.0416
Cumilla,Nangalkot,Ward No. 02,15.1282,0.1428,22.0416
Cumilla,Nangalkot,Ward No. 03,15.1282,0.1428,22.0416
Cumilla,Nangalkot,Ward No. 04,15.1282,0.1428,22.0416
Cumilla,Nangalkot,Ward No. 05,15.1282,0.1428,22.0416
Cumilla,Nangalkot,Ward No. 06,15.1282,0.1428,22.0416
Cumilla,Nangalkot,Ward No. 07,15.1282,0.1428,22.0416
Cumilla,Nangalkot,Ward No. 08,15.1282,0.1428,22.0416
Cumilla,Nangalkot,Ward No. 09,15.1282,0.1428,22.0416
Cumilla,Titas,Balarampur,12.3673,0.0421,38.7141
Cumilla,Titas,Bhitikandi,12.6755,0.0426,36.967
Cumilla,Titas,Jagatpur,12.3673,0.0421,38.7141
Cumilla,Titas,Kalakandi,12.3673,0.0421,38.7141
Cumilla,Titas,Karaiyakandi,12.6755,0.0421,36.967
Cumilla,Titas,Majitpur,12.6755,0.0421,36.967
Cumilla,Titas,Narayandia,12.6755,0.0426,36.967
Cumilla,Titas,Satani,11.9913,0.0421,42.3391
Cumilla,Titas,Ziarkandi,12.6755,0.0426,36.967
Cumilla,Sadar Dakkhin,Ward No. 19,13.841,0.1396,27.649
Cumilla,Sadar Dakkhin,Ward No. 20,13.841,0.1396,27.649
Cumilla,Sadar Dakkhin,Ward No. 21,13.841,0.1396,27.649
Cumilla,Sadar Dakkhin,Ward No. 22,13.841,0.1396,27.649
Cumilla,Sadar Dakkhin,Ward No. 23,13.7819,0.1396,29.3832
Cumilla,Sadar Dakkhin,Ward No. 24,13.7819,0.1396,29.3832
Cumilla,Sadar Dakkhin,Ward No. 25,13.841,0.1396,27.649
Cumilla,Sadar Dakkhin,Ward No. 26,13.841,0.1396,27.649
Cumilla,Sadar Dakkhin,Ward No. 27,14.2525,0.1717,25.9259
Cumilla,Adarsha Sadar,Ward No. 01,13.6012,0.1396,28.3536
Cumilla,Adarsha Sadar,Ward No. 02,13.6012,0.1396,28.3536
Cumilla,Adarsha Sadar,Ward No. 03,13.7819,0.1396,29.3832
Cumilla,Adarsha Sadar,Ward No. 04,13.6012,0.1396,28.3536
Cumilla,Adarsha Sadar,Ward No. 05,13.6012,0.1396,28.3536
Cumilla,Adarsha Sadar,Ward No. 06,13.841,0.1396,27.649
Cumilla,Adarsha Sadar,Ward No. 07,13.841,0.1396,27.649
Cumilla,Adarsha Sadar,Ward No. 08,13.841,0.1396,27.649
Cumilla,Adarsha Sadar,Ward No. 09,13.7819,0.1396,29.3832
Cumilla,Adarsha Sadar,Ward No. 10,13.841,0.1396,27.649
Cumilla,Adarsha Sadar,Ward No. 11,13.841,0.1396,27.649
Cumilla,Adarsha Sadar,Ward No. 12,13.841,0.1396,27.649
Cumilla,Adarsha Sadar,Ward No. 13,13.841,0.1396,27.649
Cumilla,Adarsha Sadar,Ward No. 14,13.841,0.1396,27.649
Cumilla,Adarsha Sadar,Ward No. 15,13.841,0.1396,27.649
Cumilla,Adarsha Sadar,Ward No. 16,13.6012,0.1396,28.3536
Cumilla,Adarsha Sadar,Ward No. 17,13.841,0.1396,27.649
Cumilla,Adarsha Sadar,Ward No. 18,13.841,0.1396,27.649
Cox's Bazar,Chakaria,Badarkhali,13.0973,0.1538,17.5333
